review,rating,sentiment,source,category
Dicas gak ngisi ..mati total pdhl gk di pake,2.0,negative,owned_shopee,shopee_speaker_bluetooth
"Produknya biasa mungkin karna diskon, bungkusnya cuma plastik tidak ada merk? Harga aslinya Rp. 200.000 +++ dan kena diskon jadi Rp. 19.800an. Apakah benar harga aslinya 200k??? 
#smartbuyer #smartcustomer",2.0,negative,owned_shopee,shopee_headset
yah gpp deh,,negative,owned_tokped,tokped_masker_negative
gambar tidak sesuai pesanan kurang puas tidak bisa diorder lagi??,1.0,negative,owned_shopee,shopee_sepatu_kulit
"Lain kali tolong hati hati.. barangnya pecah dan malah tumpah kemana mana...
Pengiriman lumayan lama..",1.0,negative,owned_shopee,shopee_mascara
Sayang aja lupa video saya. lain kali hati hati ya dicek dulu barangnya masa patah pegangannya. ,2.0,negative,owned_shopee,shopee_kipas
"Lipstiknya gak bisa di gunakan lagi, sudah basah dengan tonernya masuk smpai dlm lipstik, gak di periksa dlu sbelum dikirim?",2.0,negative,owned_shopee,shopee_lipstick
"Barang Yang Diterima Tdk sesuai dgn gambar, dan juga warna barang yg diterima tdk sesuai dgn gambar tp ya, sdhlah, apa boleh buat, sangat mengecewakan sangat malas u/urus pengembaliannya, krn barangnya mau segera dipakai.",,negative,owned_tokped,tokped_flashdisk_negative
Sumbang buat anak yatim...,1.0,negative,owned_shopee,shopee_kamera
Barang Baru sampai Kelamaan Nunggu nya,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"barang nya lama sampe dan gabisa dipake, jualan cilok lebih halal drpda jualan barang ga fungsi :(",,negative,owned_tokped,tokped_flashdisk_negative
1. Percuma pake gosend sameday service krn ada cutoff time dan hanya dijelaskan di note tokopedia.,,negative,owned_tokped,tokped_flashdisk_negative
Dikirim baaraang rijek kecewa gw sbg pembeli dan hars bertanggung jwb sbg penjual,1.0,negative,owned_shopee,shopee_kamera
"Kualitas:kurang bagus..pegangan pisau goyang ketika dipakai dan sudut pd punggung pisau tajam.
Ketajaman:tidak tajam",2.0,negative,owned_shopee,shopee_pisau_dapur
"Kabelnya oke sih tapi kepalanya baru 2 hari dah ngga bisa dipake, awalnya pas masih normal semua emang fast charging",1.0,negative,owned_shopee,shopee_charger
Panas bahannya,1.0,negative,owned_shopee,shopee_pakaian_wanita_done
"Kecepatan write paling rendah 1.27kbps, biasanya (rata2) 5-12mbps, paling tinggi 37mbps, saya punya dengan tipe yg sama tapi 32GB sepertinya 2x lebih cepat dari yg 64GB ini 😥",,negative,owned_tokped,tokped_flashdisk_negative
"Hallo kak, ni pktnya sy trima sml tpi spare part kipas anginnya gk lkp ya. 
Sesuai yg sy blng sblmnya bautnya 1 pun gk ada, pengait jalanya pipih tpi fort guard logonya blt bs d lht d foto ya
Pengait oscillating knop jga gak ada.
Jala blakang trnyata plastik it's ok lh. 
Tlg d benahin dl packingny",1.0,negative,owned_shopee,shopee_kipas
Kurirnya ramah banget dan  Barang nya tuh bagus bangett pokoknya langganan disini dehhh??,2.0,negative,owned_shopee,shopee_ikat_pinggang
Pengiriman nya lama bgt...,,negative,owned_tokped,tokped_masker_negative
MAAP YAH SAYA KASIH BINTANG 1 KARENA YANG DIKIRIM BARANG BEKAS YANG UDAH LECET2 GAK DI KARDUS PULA DAN JUGA GAK ADA CHARGER. SAYA SUDAH COBA CHAT GAADA RESPON DARI PENJUAL!!!,1.0,negative,owned_shopee,shopee_kipas
ini kipasnya knp gk bisa muter yaaa ? gmn ini ?,2.0,negative,owned_shopee,shopee_kipas
"Pelayanan tidak profesional, pilih same day service di bawah jam 14:00 di kirim nya besok padahal udah ngikutin rules toko. Toko yg bikin aturan toko yang langgar, semau nya toko nya tidak menghargai pembelian.",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Tidak tau bagus atau tidak. Karrna barang tidak sampai ketempat dan konfirmasi dari penjualnya mau di ganti shopay. Segera kirim yaa kaa dananya???,1.0,negative,owned_shopee,shopee_cincin
"Tapi admin kurang komunikatif, after sales servicenya mengecewakan",,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Alhamdulillah sampai juga kirain ga akan sampai... pengiriman lama banget 2 mingguan wkwkwkk.... 
mana pas sampai barang rusak 2 :"") kecewa sumpah.  itu udh saya benerin sebagian.  ",1.0,negative,owned_shopee,shopee_cincin
"PESEN WARNA HITAM DI KIRIM WARNA PUTIH TANPA KONFIRMASI DULU BUTA WARNA KALI ,DI CHAT GA DI RESPON. KESEL BELANJA DISINI !",1.0,negative,owned_shopee,shopee_kacamata
"Warna:baik
Tekstur:hancur
Pigmentasi:hancur

Saat pengiriman barang hancur",1.0,negative,owned_shopee,shopee_blushon
Gada brng bkn di konfirmasi mlh diem aja.. Kt nya mo pulsa d tunggu g ada,2.0,negative,owned_shopee,shopee_perawatan_kecantikan
"Material seperti seng tipis. krg nyaman klo dipegang. Beda dengan gambar yg sisinya melengkung ke dalam terlihat nyaman dipegang.
Jahitannya jg tidak sesuai dgn gambar. 
""High end belt""?
Untuk kirimannya sangat cepat. 
Thx",2.0,negative,owned_shopee,shopee_ikat_pinggang
Cameranya terbalik dan ga ada solusinya,1.0,negative,owned_shopee,shopee_kamera
Penjual ngotot mnt dikonfirmasi.,,negative,owned_tokped,tokped_sepatu_kulit_negative
"KW, di dezkripsi tertulis original",,negative,owned_tokped,tokped_flashdisk_negative
"Jangan tertipu sama harga, ada harga ada kualitas.",,negative,owned_tokped,tokped_flashdisk_negative
ga tau ini cacat pabrik atau barang return...,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"100rb terbuang sia"" untuk produk yg tak bisa berfungsi terimakasih nagoya ?",1.0,negative,owned_shopee,shopee_kipas
Barang datang patah ?,1.0,negative,owned_shopee,shopee_lipstick
"Semoga lebih baik lagi/lebih ramah dalam pelayanannya, lbh teliti lagi dalam deskripsi barang ataupun barang yg dikirimkan.

Saran : jadilah penjual yg benar² melayani. Terimakasih",1.0,negative,owned_shopee,shopee_charger
"Sorry beda gambar nya kena saya pesan dan untuk saudara di kampung jadi paket nya ke kampung di kirim
Kayaknya speaker nya bekas kali iya soalnya baru di pake dah lowbet dicas 3  jam dipakai 1/2 jam dah langsung lowbet
Tolong klw diperhatikan klw barang udah lama atau jngn dijual apalagi elektronik",1.0,negative,owned_shopee,shopee_speaker_bluetooth
Gak bisa nyala dan ada noda sedikit kecewa banget gk bisa dipakai,2.0,negative,owned_shopee,shopee_kipas
"suara nya biasa banget,lebih cenderung jelek. tapi build quality nya bagus",,negative,owned_tokped,tokped_speaker_bluetooth_negative
GA NYALA SAMA SEKALI. PAS DI BUKA KABEL DLEMNYA LEPAS. TOLONG SBLM KIRIM APAPUN TUH DI CEK DLU NYALA GA NYA TERUTAMA BARANG ELEKTRONIK. BINTANG SESUAI KONDISI BARANG..!!!!,1.0,negative,owned_shopee,shopee_kipas
"Pengiriman baik kurir ramah cepat 
Ap karna harga flas shel jadi ngasih barang harus pecah pinggiran nya?  kardus juga dapat lobag2 tiap pinggiran nya
Masih bisa di pake  tapi kecewa aja nglalu  ",2.0,negative,owned_shopee,shopee_setrika
Pesanan ini tidak saya terima ><,1.0,negative,owned_shopee,shopee_meja
Bungkus tidak rapat,,negative,owned_tokped,tokped_masker_negative
Barang yg datang tidak lengkap saya sangat kecewa..,1.0,negative,owned_shopee,shopee_pisau_dapur
"Sy selalu pesan dengan kk tp knp pelayanan akhir2 ini buruk sekali.. sy pesan daging sapi sengkel 1kg tp kenapa di campur dengan kaki babi :( dan daging samcan babinya pun tidakk segar sehingga dagingnya bewarna coklat2. Daging babi has dalam pun tdk segar, bewarna coklat jg.. kecewa sekali sy",1.0,negative,owned_shopee,shopee_daging
Sedikit kecewa masa ikat pinggangnya nggk ad,1.0,negative,owned_shopee,shopee_ikat_pinggang
saya ksh 2 hanya karena bentuk nya aja keren,,negative,owned_tokped,tokped_pisau_dapur_negative
Tak kirain barangnya bagus ternyata kaya saringan tahu maap ya,2.0,negative,owned_shopee,shopee_pakaian_wanita_done
"Barang rusak!!kirain lowbat tp udah di cas seharian ttep ga nyala,kecewa sih buang"" duit",1.0,negative,owned_shopee,shopee_flashdisk
"Kurang teliti dan teledor ,merugikan orng",,negative,owned_tokped,tokped_masker_negative
"Pengiriman cepat. Cuman ane mohon Maaf ane kasih 1 bintang za.... Soalnya barang yg dikirim tidak sesuai pesanan.. mintanya 2 , yg dikirim cuma satu.... 
Moga yg akan datang lebih teliti lagi",1.0,negative,owned_shopee,shopee_pisau_dapur
 Kualitas produk kurang baik. Respon penjual kurang baik.di tayain pnjual ya kurang respon,2.0,negative,owned_shopee,shopee_kacamata
"Bagus sih, tp g muat sm ikat pinggang punyaku kekecilan lubangnya",,negative,owned_tokped,tokped_ikat_pinggang_negative
"Kipasnya patah kak???
Pdhal ongkirnya sudah mahal
Bahannya plastik",2.0,negative,owned_shopee,shopee_kipas
Pesen nya hitam ya tapi datangnya putih,1.0,negative,owned_shopee,shopee_kipas
Tetapi barang bagus,,negative,owned_tokped,tokped_flashdisk_negative
saya order merk kingmask karena bahan halus dan pas d wajah tp barang yg dtg malah merk lain (shumu) bahan kaku . ga akan saya bli lg d sini😒,,negative,owned_tokped,tokped_masker_negative
Harga:barang beda dengan yg dikirim,1.0,negative,owned_shopee,shopee_pisau_dapur
"Bagus si kacamatanya,cuma ga ada kain lap nya ?",2.0,negative,owned_shopee,shopee_aksesoris
"Kualitas:standar
Ukuran/Berat:mudah2an pas

Maaf dagingnya tipis2, gk tebel sperti dgmbar, kbanyakan tulang ama lemak gtu.",2.0,negative,owned_shopee,shopee_daging
"NOT RECOMMENDED AT ALL!!! KUALITAS PRODUK SANGAT JELEK! Beli 2 yang satu saya pakai yang satunya lagi dipakai anak saya, sama2 mengalami keadaan yang sama, baru 1 hari dipakai kecium bau hangus, kemudian ada bunyi meletup, pas dicopot chargernya sangat2 panas dan udah gak bisa berfungsi lagi. Kapok!",1.0,negative,owned_shopee,shopee_charger
aduh kecewa sekali saya dengan kualitas suaranya,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Warna:tidak sesuai

Kecewa order lain 
Tapi kirimnya lain
Order harga 16.000
Kirim produk harga 15000
Hancur lebur
Kembalikan uang sisanya dari harga barang yg di kirim",2.0,negative,owned_shopee,shopee_lipstick
Barang cepat smpe ny....tp penyok trs gmn donk....,1.0,negative,owned_shopee,shopee_kompor
Gak sesuai ekspektasi... mungkin sesuai harga... suaranya gak jauh lebih bagus dari suara handphonenya :(,,negative,owned_tokped,tokped_speaker_bluetooth_negative
Tidak sesuai pesanan minta abu atau hitam d ksh ny gnian????gd konfirmasi sm sekali,1.0,negative,owned_shopee,shopee_kipas
seharusnya dibantu utk meluruskannya...bukan di diamkan...,,negative,owned_tokped,tokped_speaker_bluetooth_negative
pesan di kirim seminggu kemudian,,negative,owned_tokped,tokped_masker_negative
Baru saya pakai ternyata tdk bisa simpan file,,negative,owned_tokped,tokped_flashdisk_negative
BARANG DIKIRIM TIDAK LENGKAP. SUDAH CHAT ADMIN DLU SBLUM PENGAJUAN PENGEMBALIAN DANA. RESPON B AJA. PENGAJUAN PENGEMBALIAN DANA BARANG YG GA DATANG JUSTRU DIKEMBALIKAN TIDAK SESUAIHARGA YG DIBAYARKAN. PADAHAL UDH LANGGANAN. KECEWA. ,2.0,negative,owned_shopee,shopee_lipstick
woy ******* barang ** baru 20menit udh rusak ******,,negative,owned_tokped,tokped_speaker_bluetooth_negative
Terima kasih barangnya sudah sampai tapi sayang kak isinya ga sampai setengah nya sayang sekali,,negative,owned_tokped,tokped_flashdisk_negative
Ngga bisa dibaca. Parah sih..............,,negative,owned_tokped,tokped_flashdisk_negative
"kalo penyok wajar, dari pengirimannya",,negative,owned_tokped,tokped_masker_negative
Sy pesan barang dengan jumlah banyak. Dan 1 jenis barang lagi kosong dengan jumlah 150pcs dan penjual tanpa konfirmasi ke kami (pembeli) bahwa barang tidak ada.,,negative,owned_tokped,tokped_speaker_bluetooth_negative
Tidak ada Batre di dalamnya tidak bisa dipakai,1.0,negative,owned_shopee,shopee_kamera
"Pesenan KF yg dikirim KN. Komplain mesti repot kirim2 balik. Males musim ppkm gini. Cek2 lg lah klau mau kirim. Oesen apa, kirim apa...",,negative,owned_tokped,tokped_masker_negative
barang yg saya pesan tdak sama dgn yg saya terima...bs dtukar gk kak..dan gmn caranya...,,negative,owned_tokped,tokped_sepatu_kulit_negative
"Kualitas produk kuran baik (grade dibawah ori), dilihat dari kejernihan warna dan cahaya yang dihasilkan LCD tidak seperti aslinya. Yang sangat mengecewakan lagi LCD yang saya terima terdapat garis putih (cacat/rusak) pada layar bagian atas. Untuk kecepatan pengiriman dan respon penjual sudah baik. ",1.0,negative,owned_shopee,shopee_headset
bluetoothnya mana gak bisa ini,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Semua produk nyala hanya saja
Untuk warna hijau dan biru produk lumayan bagus
Untuk warna hitam ada yg lecet body nya
Untuk warna putih parah udah body lecet, kotor pula kaya bekas pakai
Untuk kabel ada yg sudah kuning,ada yg pakai tali ada jg ngga
Td nya mau order LG, tp jd males udh tau gini.",2.0,negative,owned_shopee,shopee_kipas
"Respon lama, pengiriman SUPER LAMA, barang tidak di pack dalam DUS dengan rapih..",,negative,owned_tokped,tokped_masker_negative
Flasdick nya gak bisa dipake..  Udah beli mahal jdi bangkai aja tuu..  Tulisan nya write protected..  Bilangnya mau kirim program nya biar bisa benerin.. Minta email smpe skrng bln dikirim tuhh,1.0,negative,owned_shopee,shopee_flashdisk
"Parah pelayan nya Penjual ngak ada respon , pengiriman agak lambat, untuk barang lumayan bagus suaranya.",2.0,negative,owned_shopee,shopee_speaker_bluetooth
"Tipiiiiis banget maskernya, lusuh juga. Kalau di pake kayak masker bekas.",2.0,negative,owned_shopee,shopee_masker
"kecewa bgt sih, baru pertama order, first impression nya udh jelek bgt, gatau lagi mau bilang apa, huh",1.0,negative,owned_shopee,shopee_blushon
"Barang kualitas jelek. Copy super lambat. Tapi perlu diingat penjual tidak pernah blg ini kualitas bagus. Barang sepertinya palsu karena bungkusnya blg made in Filipina, tp di flashdisk made in china.",,negative,owned_tokped,tokped_flashdisk_negative
"Bintang 1 karena. Bukan setrika keramik, padahal saat beli di judul tertera setrika keramik. Packing buruk, kotak penyok parah karena hanya dilapis bubblewrap 1 lapis (tidak ada kardus tambahan). Respon saat komplain kurang baik?",1.0,negative,owned_shopee,shopee_setrika
Kecewa banget beli disini. Minta warna hitam datang merah. Lalu ga ada logo brand nya lg. Benar2 kecewa,1.0,negative,owned_shopee,shopee_speaker_bluetooth
Suara kecil. Ngg sesuai ama barang,1.0,negative,owned_shopee,shopee_speaker_bluetooth
Aku pesen hitam datengnya coklat ?,2.0,negative,owned_shopee,shopee_perawatan_kecantikan
tidak berfungsi sebagaimana mestinya,1.0,negative,owned_shopee,shopee_charger
Ga bunyi satuuuuu... Kecewa...,2.0,negative,owned_shopee,shopee_headset
"Di chat no respon pengiriman 2 hari setelah order, barang d kirim dengan kantong plastik bening tipis aja.",2.0,negative,owned_shopee,shopee_daging
"buruk sekali, semua file yg masuk ke usb flashdisk ini.... ERRORRRRRRT",,negative,owned_tokped,tokped_flashdisk_negative
"Gila,  aku batalin pesanananya , terus dikirim,  kurirnya datanf kerumah,  dan ngk mau tahu,  dan ngak mau pulang, kamu kalau cari duit ngk usah gitu gitu amat ",1.0,negative,owned_shopee,shopee_sepatu_kulit
"kalau untuk tokonya oke kok, pengiriman cepat",,negative,owned_tokped,tokped_masker_negative
"Sebelumnya maaf saya kasih bintang 2, yg pertama karna ga sesuai expectasi soalnya barangnya pas dibuka ternyata baling2 kipasnya copot terus saya benerin sendiri, habis itu muternya juga pelan banget.mau return tapi saya ga mau nunggu lama. Trims pengirim nya lumayan cepet",2.0,negative,owned_shopee,shopee_kipas
Brg tdk dipaking dg baik dan pengiriman ceroboh sampai 2x kirim..pengiriman pertama kurir sangat tdk sopan dan kasar sekali..respon penjual mmg ramah dlm pelayanan tapi sayang dlm pakingan dan pengiriman brg waktu tdk sesuai aplikasi instan..makasih,2.0,negative,owned_shopee,shopee_setrika
" Kualitas produk tidak baik,sumpah gak recomended banget udah pesen plastik+bubble wrap tapi dalemnya kardusnya ancur padahal ini buat kado jadi gak jadi buat kado masa iya kalo karna ekspedisi bubble wrapnya masih utuh bntuknya tapi dalemnya ancur kardusnya .kecewa bgt .mau retur udah mals ngurusin",1.0,negative,owned_shopee,shopee_setrika
Beli sisir bulu mata tp ga ada sisirnya,1.0,negative,owned_shopee,shopee_mascara
"barang yg ini ga sampai di saya, sayangnya saya ga videoin unboxingnya, saya chat reseller katanya udh dikirim tp saat barang dtg gaada, pas saya bilang gada video unboxingnya chatnya ga di bls lagi",2.0,negative,owned_shopee,shopee_cincin
"Kecewa ? soalnya gak panas setrikanya? di atur ke bahan lebih panas malah gak panas""

Cukup sekali blnja disini",1.0,negative,owned_shopee,shopee_setrika
"Barang yg dikirim rusak, Flashdisk tidak bisa dibuat folder apabila dibuat maka isi didalam folder akan hilang semua datanya.",,negative,owned_tokped,tokped_flashdisk_negative
Knapa di foto pump yg dateng tidak pump ya,2.0,negative,owned_shopee,shopee_blushon
KIPAS ANGIN RUSAK GA BISA DIPAKE DIJUAL. SIALAN. GAK REKOMEN. PAS DIHUBUNGI PENJUAL GAK RESPON,1.0,negative,owned_shopee,shopee_kipas
" Kecepatan pengiriman tidak baik. barang yg d pesan tidak sesuai SM yg d krm, saya sangat kecewaaaa",1.0,negative,owned_shopee,shopee_mascara
"cpt sampainya...ringan bgt cincinya, kecewa lah tipis sangaaattttt",1.0,negative,owned_shopee,shopee_cincin
"kemasannya.. dri awal datang smp di buka kotak nya pun oke smua nya gak ada cacat sama sekali speaker nya pun oke... tp sayang.. mic nya Gak bisa di gunakan sama skli.. sya belikan krn saya suka ada speaker imut tp bisa karokean, kecewa banget deh...",,negative,owned_tokped,tokped_speaker_bluetooth_negative
"pelayanan tidak bagus, masker orlee harga 33 rb lebih jelek dari pada masker biasa yg 20 rb toko tidak jujur dalam penjualan,kalau bisa beli di toko lain aja, kecewa banget chat gak di balas padahal di baca",,negative,owned_tokped,tokped_masker_negative
"Gan. Barang sudah diterima dan cepat sampai..... dan ternyata harga gabisa bohong ya gan, klw harga murah ya otomatis barangnya juga ga bagus (sepertinya barangnya palsu kw xxx) Catatan barang : 1. Ga ada software (biasanya ada) 2. Ga pernah bisa sukses copy file keseluruhan (selalu parsial) 3. FD tiba-tiba bisa ga kebaca dikomp/laptop 4. copy filenya juga super lama, walaupun USB 2.0 harusnya ga sgitunya. 5. Lagi colok ke speaker, fd tiba2 ga fungsi.. Thanks gan atas pembelajarannya :-)",,negative,owned_tokped,tokped_flashdisk_negative
"Produk yang dikirim hanya 1 padahal saya pesan 2 
Saya kecewa sangat kecewa 
Apa susah nya jualan dengan jujur 
Ga tau apa nyari duit susah 
Udah tau buat jual lgi malah di kirim 1 
Biyar nanti juga anda akan ada yang balas perbuatan anda sendiri 
Insyaallah uang saya balik lagi dari yang lain",1.0,negative,owned_shopee,shopee_lipstick
"Ngk sesuai pengiriman lma lgi,",2.0,negative,owned_shopee,shopee_sepatu_kulit
"yakin deh beli disini dipaksa untuk kasih bintang 5,alasannya klo nggak,bakal susah buat claim garansi,faktanya mau dikasih bintang 5 pun,kalo barangnya cacat bakal banyak alasan berbelit²,sampek hari ini pun tokonya g bertanggungjawab. Kipas yg saya terima berbunyi ketika memutar,kapok beli disini",1.0,negative,owned_shopee,shopee_kipas
Barang penyok-peyok semua tolong di hati2 ya bos... Waktu pengiriman untung yg satu selamat dang satu peeecahh...maaf..makasih...,1.0,negative,owned_shopee,shopee_kipas
"Kualitas produk sangat baik..
tp Kecepatan pengiriman tidak baik..
trf dri tgl 10, tgl 16 baru dikirim
Respon penjual tidak baik, saya chat tidak ada tanggapan sama sekali",2.0,negative,owned_shopee,shopee_lipstick
"Kualitas:bukan ori

Kebetulan baru beli kompor baru & tanya ditokonya soal burner kuningan ori, harga mmg lebih mahal tp ada ukiran merk rinnai. selisih 30 gram yg ori lebih berat",1.0,negative,owned_shopee,shopee_kompor
"Respon penjual kurang baik, pengemasan jg lama banget sampe harus perpanjang waktu . 
Kualitas produck baik .  
Lain kali layani buyer dengan lebih baik / tanggap .
Yg mau order , harus siap"" sabar aja   .",2.0,negative,owned_shopee,shopee_charger
Gak bisa di pasang gak pas,1.0,negative,owned_shopee,shopee_kipas
barang bukan kulit aslii,1.0,negative,owned_shopee,shopee_sepatu_kulit
Tidak sesuai sama yg digambar,,negative,owned_tokped,tokped_masker_negative
"Pengiriman cepat tapi kipasnya gak berputar, udah dicas berjam jam tetep gak bisa",1.0,negative,owned_shopee,shopee_kipas
"pesen 701 dikasih 702, klo emg habis cb diinfoin dr awal, ini asal kirim ajah, pas di chat lg minta konfirmasinya malah ga dibls dan didiemin aja bnr2 ga ada respon & tanggung jawab nya! pdhal aku dah tgguin yah gmn konfirmasi kesalahan ini, aku sbnrnya jg gmau kasi bintang 1, tp sellernya parah!!!",1.0,negative,owned_shopee,shopee_lipstick
"Maskerna tipiiiis, pengiriman lama harus ditanyain duluu, pas nyampe plastik pembungkus ud robek dan terbuka, yah sudahlah. O yah ini kayanya sama aja kualitasnya kaya yg hrga 9 rb",1.0,negative,owned_shopee,shopee_masker
Tali terlalu ketat jadi sakit di telinga,,negative,owned_tokped,tokped_masker_negative
"speaker oases ks1 nya langusng gak bisa bunyi,,payaah",,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Gk ada tempat buat ngecas hp.. padahal keterangan.a powerbank 2in 1..
Tpi kok yg datang kyk gini bos?",1.0,negative,owned_shopee,shopee_kipas
Kurang ngepas.. jd GK bsa di pake.. gak mantrep di pasangnya,2.0,negative,owned_shopee,shopee_charger
"produk rusak dan gak dapet charger, minta dikirimin charger parah seller dichat ga bales padahal online, ati ati gaes..",1.0,negative,owned_shopee,shopee_kipas
"Pelayanan buruk, barang ga lengkap msh aja ngotot katanya lengkap",1.0,negative,owned_shopee,shopee_sendok_garpu
saya pesan masker 3 macam tapi yang datang 2 macam aja... masker medis yang saya pesan 1 kotak @ 50 bh gak ada...,,negative,owned_tokped,tokped_masker_negative
tali nya ada sambungan gt utk hrg segitu kualitas tdk sesuai,,negative,owned_tokped,tokped_masker_negative
"yg ada Fry pan doank,,dty sm seller packingnya msh bagus? ya masih lha...ktnya mao liat cctv tp smp skrg pun g jelas. apa emang sendoknya ga ada kali y",,negative,owned_tokped,tokped_sendok_garpu_negative
Koq gk ada memorinya?,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"4. setelah saya bandingkan, warna kuning dus yg dijual seller ini lebih pucat dripada masker King Mask yg sy beli di apotek.",,negative,owned_tokped,tokped_masker_negative
"Bintang satu krn barang direturn berupa uang 
Uda konfirm tapi ga ada responn dari penjual",1.0,negative,owned_shopee,shopee_pakaian_wanita_done
kotak tidak di shield rapat dan plastik di dalamnya jg tidak di shield,,negative,owned_tokped,tokped_masker_negative
"sangat buruk productnyaaaaaa ,,,,",,negative,owned_tokped,tokped_speaker_bluetooth_negative
kecewa bgt.order 2 kotak di kirim cuma 1 kotak,,negative,owned_tokped,tokped_masker_negative
Sis kok barangnya udh kayak dibuka ya. Biasanya kalo baru dalemnya masi bersih ini udah belepotan semua.,2.0,negative,owned_shopee,shopee_lipstick
"kualitas barang tdk bagus,sudah 2 dicoba.... gampang bgt sobek bagian depannya....",,negative,owned_tokped,tokped_masker_negative
Pesanan lipstiknya 3 yang datang  cm 2 entah yg salah siapa... ,1.0,negative,owned_shopee,shopee_lipstick
spiker rusak dan tidak mau berfungsi,,negative,owned_tokped,tokped_speaker_bluetooth_negative
Paketnya dibuka tumpah semua pesen 100gr jdinya cuma 20gr doang,2.0,negative,owned_shopee,shopee_masker
"Barang yg dikirim sangat tidak sesuai, ditukar dengan harga yg lebih murah. Bahkan uang lebih dr produk yg dia tuker ini tdk dikembalikan. Masih sisa 60rb lebih. Respon penjual sangat tidak baik. Sepertinya memang sudah biasa menipu pelanggan. Kok bisa toko sprt ini jd starseller",1.0,negative,owned_shopee,shopee_meja
Hati hati jika beli bnyak barang di check kembali krn ga komplit dteng nya..,1.0,negative,owned_shopee,shopee_pisau_dapur
Tidak ada es dalam pengiriman. Jadi saat barang diterima seperti sudah bau. ,2.0,negative,owned_shopee,shopee_daging
"Pesen 40 yg dateng 41
Tidak sesuai pesanan",1.0,negative,owned_shopee,shopee_sepatu_kulit
"Sangat mengecewakan..yg dikirim kipas rusak tdk mau hidup dan tanpa tali pula. Di chat tak dibalas pdhl aktif. Biasanya klu nanya2 slalu dibalas, eh pas komplain malah dikacangin. Udh gitu pesanan org pula, rugi saya.",1.0,negative,owned_shopee,shopee_kipas
"Lubang charger miring susah masuk. Baru sampai kemarin, hr ini rusak! Nyawa sehari! Dicas sampai full ga nyala2. Nyesel beli 2! 2""nya bad. Harga murah kualitas murahan.",1.0,negative,owned_shopee,shopee_kipas
Payah pengemasan lama sekali sudah gitu barang yg di kirim tidak sesuai dgn pesanan tanpa memberitahu prmbeli dulu...,1.0,negative,owned_shopee,shopee_lipstick
sorry,2.0,negative,owned_shopee,shopee_ikat_pinggang
"BELI 2 satu kupongan sudah pecah sampai ke tempat saya,",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Order headloop malah ngirim earloop,,negative,owned_tokped,tokped_masker_negative
"saya ganti bintang 1, baru berapa hari rusak, mati total",1.0,negative,owned_shopee,shopee_charger
"Barang sampai,pesan warnah merah yang datang warna hitam,Tombol volume tidak normal Pecah dalamnya,respon penjual lama
KURANG AMANAH",1.0,negative,owned_shopee,shopee_speaker_bluetooth
"1. Salahsay pesanan tertukar dgn pesananan orang dan penjual menyarankan membeli pesanan tersebut
2. Pesanan saya akhirnya di kirim tapi kurang saikoro 1 pack dan penjual menyuruh saya membatalkan komplain saya dg alasan barang laen sdh terima 
3. Setelah 3x kirim baru beres baru saya cancel refund
",2.0,negative,owned_shopee,shopee_daging
"plesdis rusak dijual,kayak eek yg jual,******...",,negative,owned_tokped,tokped_flashdisk_negative
Gabisa menyimpan data setelah flashdisk dicabut dari komputer..,,negative,owned_tokped,tokped_flashdisk_negative
barang dimintaa no 11. dksh yang lain,1.0,negative,owned_shopee,shopee_lipstick
GK niat jualan gak usah jualan masa mic nya gak ada kabel nya gimana si!!!! Mana packing nya sembarangan nyesel senyesel nyesel nya!!! Kalau mau beli mikir2 lagi deh;!!!!,1.0,negative,owned_shopee,shopee_speaker_bluetooth
"Kabel merah-hitam nya lepas, yang menyebabkan mic tidak berfungsi.",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Maaf bintang 1.. Brang yg dtang tdak sesuai dg pesanan.. Pesananya karakter harga 26.000 tp yg d kirim biasa yg harga 17.500.. Mau komplen ga sempet vidio.. Drpd percuma komplen krn ga ada vidio.. Mending komplen d nilai aja.. ?,1.0,negative,owned_shopee,shopee_kipas
"Yang di pesan hello Kitty, yang datang minion -_-
Kalau yg hello kitty kosong dan pihak penjual konfirmasi terlebih dahulu, kan saya bisa pilih karakter lain.
Saya gak suka minion-_-",1.0,negative,owned_shopee,shopee_kipas
Barang nya kurang bagus ga berfungsi penjual nya penipu dikasih barang mati,1.0,negative,owned_shopee,shopee_charger
"Warna:All color
Tekstur:Bagus
Ketahanan:Bagus

bagus bngt buat ombre ombre gitu!!??",5.0,positive,owned_shopee,shopee_lipstick
Alkhamdulillah barang ori.penjual ramah.pengiriman cepat.harga murah.pertahnkan kwalitasnya ya mbk..bakal jadi langgann nih kayknya.q suka suka suka suka suka suka suka.cuma 3 pics tapi pengemasannya rapi bnget di kasih plastik anti pecah hehe.makasih ya mbk semoga selalu amanah.,5.0,positive,owned_shopee,shopee_blushon
